clave_mun,municipio,asistencia_18_24,basica_incompleta_15mas,analfabeta_15mas,pct_internet,sin_lavadora,pob_6a14_no_asiste,pct_jefatura_f,piso_tierra,lengua_indigena,sin_drenaje,intensidad_migratoria,sin_energia_electrica,sin_excusado,sin_derechohabiencia
20428,Santa María Quiegolani,21.323529411764707,52.173913,19.915848999999998,4.143126177024483,68.05293,3.9748949999999996,10.24436090225564,15.500945,86.5859564164649,6.805293,-65.16432,3.780718,6.238185,7.553957
20429,Santa María Sola,13.636363636363635,61.79078,15.602837,12.984054669703873,55.707763,4.065041,19.656992084432716,18.26484,3.2571032571032568,62.100457,-58.90248,3.424658,2.968037,50.395778
20430,Santa María Tataltepec,37.5,43.798449999999995,11.24031,17.391304347826086,64.13043499999999,0.0,27.129337539432175,19.565217,12.37785016286645,3.2608699999999997,-64.83318774193549,1.086957,1.086957,18.611987
20431,Santa María Tecomavaca,25.510204081632654,40.946045999999996,6.947524,46.913580246913575,46.804123999999995,3.0405409999999997,25.573770491803277,14.639175,15.442020665901262,8.865979,-63.49108,0.412371,4.329897,16.229508
20432,Santa María Temaxcalapa,20.98765432098765,57.613169,7.407407,27.424749163879596,78.59531799999999,1.869159,11.295681063122924,5.016722,95.18348623853211,0.0,-63.43592,0.33444799999999997,0.0,18.493909
20433,Santa María Temaxcaltepec,2.0,78.255528,31.019655999999998,27.491961414790993,93.075684,13.986013999999999,45.32293986636971,19.645733,92.53849190682985,74.074074,-55.35879,6.1191629999999995,0.48309199999999997,19.710468
20434,Santa María Teopoxco,10.780669144981413,71.058733,31.491498999999997,4.8845470692717585,90.941385,3.763441,25.972396486825595,14.387210999999999,92.32204745401226,15.275310999999999,-65.28208,0.53286,1.509769,6.373901999999999
20435,Santa María Tepantlali,12.839506172839506,68.293683,31.173092999999998,11.860718171926006,87.33624499999999,11.821975,23.326687553403588,26.637555,94.85967503692763,43.777293,-64.71924,3.60262,2.1834059999999997,19.519016
20436,Santa María Texcatitlán,20.0,69.302326,25.116279,11.604095563139932,78.350515,3.2679739999999997,22.098214285714285,14.089347,94.94117647058825,91.065292,-64.33094,2.4054979999999997,3.7800689999999997,2.455357
20437,Santa María Tlahuitoltepec,31.071779744346117,52.201726,23.847068999999998,12.68352365415987,86.691237,3.911205,18.43381112984823,29.72973,94.84941073766913,73.341523,-64.46178,3.1531529999999997,2.0884519999999998,27.670154
20438,Santa María Tlalixtac,8.875739644970414,61.361771999999995,23.707957,11.8895966029724,72.340426,3.8363169999999998,16.094541361845806,19.361701999999998,38.98500576701269,15.531915,-64.8864,1.7021279999999999,1.7021279999999999,13.974986
20439,Santa María Tonameca,13.313212608987257,58.030609,17.245162999999998,15.179677819083023,67.567148,9.703398,20.149990132228144,24.421674,34.57979146601901,24.421674,-62.81285,4.8905449999999995,4.999224,25.987295999999997
20440,Santa María Totolapilla,31.372549019607842,58.658345999999995,17.940718,11.486486486486488,63.945578,2.752294,12.939698492462313,5.442177,39.898348157560356,4.761905,-63.96108,1.70068,2.721088,10.098521999999999
